Riesgo->F:ISO_3166_1_alpha2_to_lugar(lugar);A:peligro(29);probabilidad;texto;text;fechaActivacion;caducidad;formulaDisipacion
LC;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
VC;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
WS;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
ST;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
SA;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
SN;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
RS;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
SC;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
SL;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
SG;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
SK;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
SI;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
SB;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
SO;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
ZA;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
KR;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
GS;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
ES;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
LK;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
SD;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
SR;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
SZ;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
SE;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
CH;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
SY;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
TW;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
TJ;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
TZ;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
TH;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
BS;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
GM;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
TL;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
TG;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
TO;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
TT;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
TN;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
TR;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
TM;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
UG;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
GB;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
UA;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
AE;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
UY;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
US;Probably_not;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
UZ;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
VU;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
VE;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
VN;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
YE;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
ZM;Impossibility;No existe riesgo;No risk;2017-07-27;-1;Homogenea
ZW;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
YT;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
RE;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
AS;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
CK;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
NC;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
TK;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
AI;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
AW;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
VI;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
KY;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
CW;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
GF;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
GP;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
MQ;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
MS;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
PR;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
BL;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
KN;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
SX;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
TC;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
VG;Fifty_fifty;El país ha notificado casos autóctonos de la enfermedad;The country has reported autochthonous cases of the disease;2017-07-27;-1;Homogenea
